id,judet,total_someri,total_femei,total_barbati,indemnizati,neindemnizati,rata_somaj,rata_somaj_femei,rata_somaj_barbati,total_urban,femei_urban,barbati_urban,total_rural,femei_rural,barbati_rural,fara_studii,invatamant_primar,invatamant_gimnazial,invatamant_liceal,invatamant_post,invatamant_profesional,invatamant_universitar,sub_25,25_29,30_39,40_49,50_55,peste_55,month,year
199, MEHEDINTI,7011.00,2855.00,4156.00,1260.00,588.00,672.00,5751.00,2267.00,1260.00,588.00,672.00,5751.00,2267.00,3484.00,0.00,1537.00,3472.00,1047.00,32.00,831.00,92.00,282.00,198.00,1630.00,2564.00,1078.00,1259.00,5.00,2019.00
200, MURES,6009.00,2620.00,3389.00,1056.00,562.00,494.00,4953.00,2058.00,1056.00,562.00,494.00,4953.00,2058.00,2895.00,25.00,135.00,2644.00,5278.00,294.00,2804.00,4379.00,138.00,1357.00,3926.00,4584.00,2857.00,2697.00,5.00,2019.00
201, NEAMT,6876.00,2928.00,3948.00,1155.00,582.00,573.00,5721.00,2346.00,1155.00,582.00,573.00,5721.00,2346.00,3375.00,1182.00,2151.00,1430.00,488.00,57.00,561.00,140.00,765.00,373.00,1471.00,1642.00,873.00,885.00,5.00,2019.00
202, OLT,8541.00,3577.00,4964.00,1685.00,855.00,830.00,6856.00,2722.00,1685.00,855.00,830.00,6856.00,2722.00,4134.00,932.00,1104.00,2134.00,813.00,53.00,1668.00,172.00,629.00,353.00,1178.00,1990.00,1300.00,1426.00,5.00,2019.00
203, PRAHOVA,6491.00,3110.00,3381.00,2040.00,1085.00,955.00,4451.00,2025.00,2040.00,1085.00,955.00,4451.00,2025.00,2426.00,1887.00,826.00,3028.00,1371.00,62.00,1335.00,32.00,539.00,342.00,1351.00,2634.00,1692.00,1983.00,5.00,2019.00
204, SALAJ,4166.00,1736.00,2430.00,813.00,442.00,371.00,3353.00,1294.00,813.00,442.00,371.00,3353.00,1294.00,2059.00,610.00,1402.00,1490.00,1369.00,119.00,1126.00,375.00,457.00,257.00,1133.00,1987.00,1361.00,1296.00,5.00,2019.00
205, SATU MARE,3445.00,1529.00,1916.00,656.00,344.00,312.00,2789.00,1185.00,656.00,344.00,312.00,2789.00,1185.00,1604.00,631.00,1280.00,1083.00,718.00,38.00,269.00,147.00,517.00,291.00,904.00,1080.00,718.00,656.00,5.00,2019.00
206, SIBIU,3280.00,1522.00,1758.00,1068.00,521.00,547.00,2212.00,1001.00,1068.00,521.00,547.00,2212.00,1001.00,1211.00,410.00,1685.00,886.00,193.00,7.00,197.00,67.00,396.00,226.00,871.00,967.00,473.00,512.00,5.00,2019.00
207, SUCEAVA,10017.00,4277.00,5740.00,2608.00,1308.00,1300.00,7409.00,2969.00,2608.00,1308.00,1300.00,7409.00,2969.00,4440.00,469.00,883.00,817.00,486.00,37.00,391.00,197.00,327.00,187.00,640.00,895.00,544.00,687.00,5.00,2019.00
208, TELEORMAN,9602.00,4024.00,5578.00,2165.00,1092.00,1073.00,7437.00,2932.00,2165.00,1092.00,1073.00,7437.00,2932.00,4505.00,651.00,2203.00,2291.00,2515.00,156.00,1868.00,333.00,1175.00,667.00,1970.00,2858.00,1521.00,1826.00,5.00,2019.00
209, TIMIS,2717.00,1445.00,1272.00,1299.00,715.00,584.00,1418.00,730.00,1299.00,715.00,584.00,1418.00,730.00,688.00,445.00,1178.00,5328.00,1378.00,37.00,1191.00,45.00,648.00,508.00,1665.00,2724.00,1954.00,2103.00,5.00,2019.00
210, TULCEA,2478.00,1181.00,1297.00,636.00,364.00,272.00,1842.00,817.00,636.00,364.00,272.00,1842.00,817.00,1025.00,383.00,317.00,579.00,535.00,38.00,485.00,380.00,255.00,151.00,498.00,756.00,508.00,549.00,5.00,2019.00
211, VALCEA,4587.00,2160.00,2427.00,1560.00,798.00,762.00,3027.00,1362.00,1560.00,798.00,762.00,3027.00,1362.00,1665.00,0.00,473.00,1272.00,437.00,0.00,264.00,32.00,399.00,121.00,413.00,625.00,464.00,456.00,5.00,2019.00
212, VASLUI,10333.00,4123.00,6210.00,1170.00,578.00,592.00,9163.00,3545.00,1170.00,578.00,592.00,9163.00,3545.00,5618.00,260.00,481.00,1271.00,1054.00,89.00,1110.00,322.00,358.00,224.00,835.00,1406.00,1012.00,752.00,5.00,2019.00
213, VRANCEA,5013.00,2159.00,2854.00,951.00,457.00,494.00,4062.00,1702.00,951.00,457.00,494.00,4062.00,1702.00,2360.00,425.00,2026.00,3983.00,848.00,49.00,2943.00,59.00,424.00,309.00,1757.00,3576.00,2079.00,2188.00,5.00,2019.00
214,BUCURESTI,15559.00,8319.00,7240.00,15559.00,8319.00,7240.00,0.00,0.00,15559.00,8319.00,7240.00,0.00,0.00,0.00,413.00,1403.00,1759.00,746.00,45.00,518.00,129.00,456.00,257.00,846.00,1319.00,960.00,1175.00,5.00,2019.00
